Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Owned By,Owned By
135947721,allow user update the schedule information,schedule,,,,feature,3,accepted,"Dec 12, 2016","Dec 15, 2016",,Wong Tat Minn,"as a user, i can update the schedule,so that the schedule will stay up-to-date",https://www.pivotaltracker.com/story/show/135947721,Wong Tat Minn,SengHong
136184011,search button for delete schedule,schedule,,,,feature,1,accepted,"Dec 15, 2016","Dec 20, 2016",,Wong Tat Minn,"As a user, i can search the information for the schedule when i want to delete it, so that i can confirm the information is i want to delete  ",https://www.pivotaltracker.com/story/show/136184011,Wong Tat Minn,
